log_id,date_key,machine_id,shift_id,stage_id,units_produced,scrap_count
2711,20240606,12,3,4,489,5
2712,20240525,10,3,4,490,4
2713,20240102,18,1,6,603,1
2714,20250308,18,1,6,550,3
2715,20240317,4,3,2,550,6
2716,20240511,9,1,3,420,0
2717,20240330,7,3,3,462,4
2718,20241210,18,3,6,573,3
2719,20241215,8,3,3,490,2
2720,20240919,11,2,4,475,7
2721,20241216,7,1,3,567,7
2722,20240417,9,1,3,480,3
2723,20240314,8,3,3,477,3
2724,20240208,3,1,1,514,8
2725,20250131,17,3,6,616,5
2726,20240607,2,1,1,495,6
2727,20240311,15,3,5,519,2
2728,20250322,14,3,4,477,5
2729,20241107,18,2,6,551,5
2730,20240828,16,3,5,434,4
2731,20250301,4,2,2,599,6
2732,20250320,6,1,3,585,6
2733,20241024,6,1,3,535,3
2734,20250315,11,2,4,433,5
2735,20240205,17,1,6,659,5
2736,20240324,3,2,1,400,8
2737,20250327,13,1,4,458,2
2738,20250108,3,2,1,443,8
2739,20240919,16,2,5,543,2
2740,20241105,15,3,5,513,2
2741,20250119,11,1,4,502,5
2742,20240620,18,3,6,561,3
2743,20250110,15,2,5,505,0
2744,20240621,5,3,2,396,9
2745,20241227,16,2,5,363,4
2746,20240216,16,1,5,476,0
2747,20250113,17,1,6,616,2
2748,20240520,9,1,3,456,5
2749,20250109,3,2,1,446,8
2750,20250209,13,3,4,431,6
2751,20240427,3,1,1,527,2
2752,20241003,7,2,3,532,4
2753,20240801,6,3,3,453,4
2754,20240807,9,2,3,479,4
2755,20250127,12,2,4,535,12
2756,20240126,15,1,5,504,3
2757,20240109,3,2,1,436,8
2758,20240927,10,2,4,358,6
2759,20240110,1,3,1,453,8
2760,20250112,19,1,7,578,5
2761,20240430,19,2,7,562,2
2762,20240504,13,2,4,420,9
2763,20240618,12,3,4,544,4
2764,20240312,1,2,1,491,3
2765,20240531,19,2,7,550,4
2766,20240726,16,2,5,511,4
2767,20240218,15,2,5,503,5
2768,20240602,16,2,5,495,2
2769,20241212,11,3,4,429,5
2770,20241019,6,2,3,485,5
2771,20240308,11,2,4,461,5
2772,20240219,3,2,1,389,8
2773,20240531,15,2,5,498,4
2774,20240119,1,1,1,475,6
2775,20240409,7,1,3,432,3
2776,20240229,1,1,1,520,3
2777,20240615,17,1,6,603,1
2778,20240720,9,3,3,455,6
2779,20241210,13,1,4,471,7
2780,20240525,11,3,4,471,3
2781,20250206,6,1,3,549,6
2782,20240612,1,3,1,470,6
2783,20250314,7,1,3,393,3
2784,20240829,12,2,4,505,3
2785,20240309,19,1,7,545,5
2786,20240623,17,1,6,601,5
2787,20240218,4,1,2,556,4
2788,20240417,3,2,1,361,8
2789,20240813,1,3,1,476,4
2790,20240609,18,3,6,553,5
2791,20240428,15,2,5,525,4
2792,20240528,8,1,3,529,2
2793,20240529,1,1,1,515,9
2794,20250307,14,1,4,376,5
2795,20241019,4,3,2,538,10
2796,20240522,5,3,2,311,8
2797,20250222,13,2,4,489,6
2798,20250330,15,2,5,441,3
2799,20240608,6,3,3,458,5
2800,20240111,1,1,1,540,7
2801,20240517,19,1,7,565,4
2802,20240318,13,1,4,609,3
2803,20240317,6,1,3,525,6
2804,20250316,15,2,5,469,4
2805,20240910,16,2,5,471,3
2806,20250212,16,3,5,377,3
2807,20240914,10,2,4,402,7
2808,20241115,9,1,3,468,3
2809,20241017,9,3,3,499,11
2810,20240919,17,2,6,577,5
2811,20240325,17,2,6,588,2
2812,20240525,17,2,6,575,4
2813,20241118,12,2,4,593,6
2814,20240211,13,2,4,444,4
2815,20250108,12,1,4,613,5
2816,20240504,14,1,4,477,7
2817,20240615,10,1,4,451,4
2818,20250228,19,2,7,554,1
2819,20240828,2,3,1,476,9
2820,20241006,4,1,2,522,3
2821,20240706,19,1,7,551,2
2822,20241028,7,2,3,492,1
2823,20240119,15,3,5,481,2
2824,20240308,15,1,5,470,0
2825,20240805,6,1,3,507,7
2826,20240411,3,3,1,494,6
2827,20240211,6,2,3,550,8
2828,20241014,16,3,5,452,1
2829,20240615,2,2,1,518,9
2830,20240418,7,1,3,439,3
2831,20240205,11,3,4,379,0
2832,20240819,7,3,3,376,2
2833,20240816,4,1,2,626,7
2834,20241218,7,1,3,444,4
2835,20240612,4,2,2,555,9
2836,20250121,12,1,4,545,4
2837,20240313,5,1,2,504,7
2838,20240515,19,3,7,569,6
2839,20241218,5,2,2,511,10
2840,20250113,19,1,7,555,2
2841,20240310,3,3,1,423,6
2842,20250228,11,1,4,421,7
2843,20240714,7,1,3,541,8
2844,20240925,17,1,6,580,4
2845,20240218,9,1,3,508,10
2846,20241111,9,2,3,443,3
2847,20240509,10,3,4,352,5
2848,20250319,13,3,4,399,5
2849,20240105,15,1,5,498,2
2850,20250303,5,3,2,330,6
2851,20240127,3,1,1,412,7
2852,20240608,8,3,3,530,7
2853,20240528,10,2,4,335,4
2854,20240920,13,2,4,471,3
2855,20240817,3,3,1,470,6
2856,20240718,8,1,3,530,7
2857,20240219,9,1,3,472,8
2858,20240307,12,1,4,547,2
2859,20241026,11,1,4,534,4
2860,20250115,2,2,1,487,2
2861,20240227,18,1,6,575,3
2862,20240915,9,1,3,518,4
2863,20241207,2,1,1,450,8
2864,20241121,2,1,1,522,7
2865,20240509,3,2,1,447,3
2866,20240802,16,3,5,442,2
2867,20240620,19,3,7,495,5
2868,20240914,4,1,2,553,8
2869,20240411,18,1,6,604,1
2870,20240727,18,3,6,583,5
2871,20241017,10,2,4,365,5
2872,20241219,11,2,4,489,4
2873,20241012,17,2,6,539,1
2874,20240425,16,2,5,449,3
2875,20240920,13,2,4,459,3
2876,20240529,2,2,1,443,14
2877,20241026,2,2,1,442,6
2878,20250317,14,2,4,378,2
2879,20240205,4,2,2,571,7
2880,20250328,17,1,6,605,1
2881,20241128,13,2,4,348,14
2882,20241013,4,1,2,516,6
2883,20241029,3,3,1,378,13
2884,20241106,12,1,4,569,4
2885,20240726,8,3,3,429,10
2886,20240415,2,1,1,475,10
2887,20250321,6,3,3,450,3
2888,20240606,10,1,4,510,4
2889,20240430,12,1,4,542,5
2890,20240224,10,3,4,415,4
2891,20250203,10,2,4,416,3
2892,20240112,3,2,1,320,9
2893,20240524,10,2,4,457,7
2894,20250203,9,2,3,493,2
2895,20250130,19,2,7,558,4
2896,20240515,14,1,4,657,6
2897,20240103,2,2,1,396,7
2898,20240523,5,1,2,493,8
2899,20240130,8,3,3,498,5
2900,20240824,7,2,3,462,10
2901,20241005,6,2,3,492,6
2902,20241213,11,2,4,452,4
2903,20240424,12,2,4,520,6
2904,20240413,18,1,6,599,2
2905,20240427,19,1,7,514,3
2906,20240105,10,1,4,468,4
2907,20241225,14,3,4,375,7
2908,20240904,3,1,1,383,8
2909,20241229,18,2,6,559,6
2910,20241116,15,3,5,527,3
2911,20240430,6,3,3,450,1
2912,20241012,10,2,4,430,4
2913,20240528,12,2,4,514,8
2914,20240324,7,2,3,487,2
2915,20250329,17,2,6,608,9
2916,20250209,1,1,1,594,13
2917,20250331,18,3,6,543,2
2918,20240818,15,2,5,527,4
2919,20241014,19,1,7,562,5
2920,20240609,1,2,1,559,10
2921,20240928,5,1,2,346,7
2922,20240207,15,2,5,530,1
2923,20240813,3,2,1,417,3
2924,20240521,1,2,1,511,4
2925,20241018,8,1,3,547,10
2926,20240530,12,2,4,546,5
2927,20240423,19,1,7,556,4
2928,20240824,12,1,4,561,6
2929,20240306,13,3,4,520,1
2930,20241226,1,1,1,564,4
2931,20241206,19,1,7,586,4
2932,20240914,6,1,3,489,10
2933,20240905,8,1,3,520,5
2934,20250324,4,1,2,608,7
2935,20241126,5,3,2,415,5
2936,20241118,7,2,3,527,1
2937,20240628,4,3,2,521,4
2938,20240708,4,3,2,532,6
2939,20250210,15,2,5,447,5
2940,20240602,5,1,2,366,12
2941,20240714,9,2,3,522,3
2942,20241106,2,1,1,476,10
2943,20240918,7,2,3,481,6
2944,20250222,17,3,6,562,4
2945,20250209,16,1,5,504,3
2946,20250302,17,3,6,538,5
2947,20240522,2,1,1,498,4
2948,20241207,11,2,4,344,3
2949,20241111,2,2,1,472,11
2950,20240410,1,2,1,457,4
2951,20240831,2,2,1,528,6
2952,20240112,9,2,3,514,8
2953,20240826,2,3,1,479,6
2954,20240218,15,3,5,536,3
2955,20240211,10,1,4,358,6
2956,20240614,15,3,5,544,5
2957,20240322,10,1,4,480,5
2958,20250304,17,1,6,604,5
2959,20241017,9,3,3,508,8
2960,20240606,18,3,6,517,0
2961,20240803,4,1,2,555,7
2962,20240606,9,3,3,441,2
2963,20240513,16,3,5,432,3
2964,20240307,4,3,2,507,6
2965,20241201,16,2,5,529,8
2966,20240107,19,2,7,535,4
2967,20250311,1,1,1,542,3
2968,20240114,6,3,3,448,4
2969,20240313,10,1,4,301,5
2970,20250202,16,3,5,467,7
2971,20250208,4,2,2,505,4
2972,20240611,13,3,4,438,7
2973,20240306,16,3,5,395,3
2974,20241212,6,3,3,563,2
2975,20240509,11,2,4,508,5
2976,20250222,3,2,1,432,6
2977,20240724,10,2,4,489,7
2978,20241002,1,1,1,500,7
2979,20240912,11,3,4,473,8
2980,20240922,12,2,4,544,2
2981,20240125,14,1,4,445,8
2982,20250325,8,2,3,564,9
2983,20241007,11,3,4,481,3
2984,20240909,4,1,2,588,8
2985,20241105,7,2,3,355,4
2986,20241015,10,2,4,344,7
2987,20240612,19,1,7,556,2
2988,20240404,4,1,2,582,5
2989,20240926,2,1,1,449,7
2990,20241116,18,1,6,657,6
2991,20240419,14,1,4,517,4
2992,20241201,16,2,5,501,1
2993,20241105,11,1,4,488,1
2994,20240825,10,1,4,406,6
2995,20250115,17,3,6,543,2
2996,20250311,14,2,4,421,2
2997,20250121,4,3,2,547,6
2998,20250228,19,2,7,505,5
2999,20250124,2,2,1,493,3
3000,20240125,7,2,3,437,4
3001,20240520,9,1,3,427,4
3002,20240426,19,3,7,494,3
3003,20250126,16,2,5,457,7
3004,20250208,16,2,5,558,7
3005,20250327,18,2,6,587,2
3006,20240125,11,3,4,394,6
3007,20240319,7,2,3,472,7
3008,20240308,9,3,3,406,4
3009,20240621,4,3,2,571,4
3010,20250319,13,1,4,451,4
3011,20240112,4,2,2,559,5
3012,20241014,19,2,7,582,1
3013,20240507,2,3,1,408,6
3014,20240405,9,3,3,411,4
3015,20240401,12,1,4,536,7
3016,20240520,2,2,1,521,10
3017,20240131,6,3,3,405,5
3018,20241129,5,2,2,208,8
3019,20240120,5,2,2,351,6
3020,20240525,5,2,2,411,10
3021,20241111,4,3,2,575,10
3022,20250322,9,2,3,467,10
3023,20250124,10,3,4,363,8
3024,20240608,16,1,5,540,5
3025,20241214,10,1,4,298,6
3026,20240212,10,3,4,365,2
3027,20240910,19,2,7,548,4
3028,20240509,10,1,4,449,6
3029,20240229,6,1,3,487,8
3030,20240530,17,3,6,568,2
3031,20241013,5,3,2,213,7
3032,20240105,6,3,3,444,3
3033,20250221,15,3,5,499,3
3034,20240922,19,3,7,491,7
3035,20241210,18,3,6,550,5
3036,20240509,4,3,2,552,6
3037,20250116,8,2,3,519,5
3038,20240923,16,2,5,482,2
3039,20240626,19,2,7,514,5
3040,20240909,3,2,1,416,7
3041,20250218,10,1,4,459,3
3042,20240225,2,2,1,486,7
3043,20240323,4,1,2,562,5
3044,20250127,6,1,3,520,4
3045,20240408,11,1,4,515,6
3046,20240528,14,3,4,281,9
3047,20241124,16,1,5,540,0
3048,20240604,19,1,7,549,4
3049,20240708,2,1,1,512,6
3050,20250105,17,3,6,597,4
3051,20240919,9,2,3,432,8
3052,20240320,17,2,6,573,3
3053,20250203,15,1,5,509,3
3054,20240908,7,1,3,416,5
3055,20240406,19,2,7,595,1
3056,20240916,3,2,1,383,5
3057,20240916,1,2,1,494,5
3058,20240412,4,2,2,568,5
3059,20240209,18,1,6,556,3
3060,20240929,8,1,3,533,4
3061,20240410,19,1,7,569,1
3062,20241224,6,2,3,479,4
3063,20250114,1,3,1,489,10
3064,20241103,8,2,3,513,5
3065,20240808,1,2,1,461,5
3066,20241103,19,3,7,530,4
3067,20250223,11,3,4,524,6
3068,20240503,15,2,5,505,4
3069,20250225,11,3,4,460,8
3070,20240818,19,3,7,541,3
3071,20240626,10,3,4,308,5
3072,20240303,12,2,4,592,10
3073,20240425,1,2,1,521,9
3074,20240709,7,3,3,517,3
3075,20240302,17,1,6,591,4
3076,20240912,10,3,4,508,2
3077,20240107,6,3,3,509,1
3078,20240603,17,2,6,605,0
3079,20240401,18,1,6,596,2
3080,20240114,5,3,2,347,7
3081,20250330,18,1,6,623,4
3082,20240816,17,2,6,595,5
3083,20240326,16,1,5,403,8
3084,20240512,8,2,3,497,2
3085,20240701,13,3,4,432,3
3086,20250120,16,2,5,488,1
3087,20240302,11,1,4,482,4
3088,20240806,6,1,3,564,6
3089,20250208,3,1,1,342,7
3090,20240902,1,3,1,497,3
3091,20240817,18,1,6,539,1
3092,20240319,5,1,2,435,6
3093,20240528,13,1,4,470,5
3094,20240517,10,2,4,434,4
3095,20241109,5,1,2,338,9
3096,20250110,14,2,4,491,8
3097,20250226,17,1,6,636,2
3098,20250123,1,2,1,534,8
3099,20240305,2,2,1,474,6
3100,20240113,7,3,3,459,2
3101,20240731,10,3,4,344,4
3102,20240829,7,2,3,493,5
3103,20240731,16,2,5,547,3
3104,20240629,5,3,2,426,7
3105,20241203,12,2,4,515,5
3106,20240621,17,3,6,576,4
3107,20240608,16,3,5,398,3
3108,20240612,16,1,5,515,4
3109,20240706,19,1,7,573,2
3110,20250129,15,3,5,418,4
3111,20240709,12,3,4,478,4
3112,20250208,10,2,4,388,9
3113,20241103,2,3,1,448,13
3114,20240912,7,3,3,361,2
3115,20240701,13,1,4,494,10
3116,20240426,3,3,1,421,2
3117,20241008,15,2,5,497,4
3118,20240714,1,3,1,466,2
3119,20240203,3,1,1,492,8
3120,20240221,10,1,4,527,5
3121,20240421,15,1,5,503,1
3122,20240908,6,1,3,482,7
3123,20240322,15,3,5,500,4
3124,20240819,7,2,3,426,5
3125,20240814,5,2,2,369,7
3126,20240820,4,2,2,584,2
3127,20240808,18,3,6,495,1
3128,20250311,3,3,1,475,4
3129,20250216,17,3,6,569,6
3130,20250225,18,2,6,560,4
3131,20240211,18,3,6,546,2
3132,20240121,2,3,1,458,3
3133,20240211,13,1,4,388,8
3134,20250131,15,1,5,572,3
3135,20240422,5,2,2,380,13
3136,20240414,3,1,1,462,14
3137,20240710,5,1,2,447,11
3138,20240117,5,1,2,328,10
3139,20240429,5,3,2,391,5
3140,20250127,3,1,1,426,4
3141,20250228,3,1,1,482,6
3142,20240508,18,1,6,530,5
3143,20240509,4,3,2,536,10
3144,20240229,1,2,1,493,3
3145,20240217,16,3,5,474,1
3146,20240129,8,3,3,520,1
3147,20240406,17,1,6,592,3
3148,20240110,8,2,3,508,4
3149,20240829,7,1,3,453,5
3150,20241109,8,1,3,519,3
3151,20250319,12,2,4,565,5
3152,20240819,16,2,5,459,0
3153,20241003,12,3,4,423,7
3154,20241010,19,2,7,531,2
3155,20240721,10,3,4,323,3
3156,20240903,7,3,3,338,4
3157,20241016,12,1,4,515,9
3158,20240920,5,1,2,396,6
3159,20250318,16,1,5,548,2
3160,20240801,9,2,3,496,4
3161,20240718,7,2,3,412,7
3162,20250308,14,3,4,426,7
3163,20240319,11,3,4,431,5
3164,20250204,7,3,3,389,3
3165,20250319,10,2,4,332,2
3166,20241208,9,3,3,398,4
3167,20241209,4,3,2,527,4
3168,20240621,16,2,5,482,4
3169,20240309,10,1,4,413,10
3170,20250219,19,2,7,530,3
3171,20250303,17,3,6,543,7
3172,20250324,9,1,3,523,4
3173,20240327,13,2,4,394,5
3174,20240410,1,1,1,557,4
3175,20240108,2,1,1,454,6
3176,20241128,13,3,4,404,4
3177,20240718,9,2,3,429,6
3178,20240327,7,3,3,400,8
3179,20240212,16,2,5,518,1
3180,20250119,19,2,7,558,4
3181,20240418,7,2,3,500,7
3182,20250310,6,1,3,533,3
3183,20250211,18,1,6,559,4
3184,20240531,19,3,7,510,5
3185,20240117,11,2,4,437,10
3186,20240512,12,2,4,580,6
3187,20240527,10,1,4,342,3
3188,20241003,13,2,4,505,3
3189,20240819,12,3,4,544,7
3190,20241109,10,2,4,526,3
3191,20250218,18,2,6,560,7
3192,20241231,4,1,2,601,9
3193,20240815,5,2,2,515,8
3194,20240518,5,3,2,325,6
3195,20250311,12,3,4,467,4
3196,20250202,3,3,1,315,7
3197,20240729,8,3,3,526,8
3198,20250125,2,1,1,419,7
3199,20240128,18,2,6,561,3
3200,20240220,9,1,3,516,6
3201,20250317,13,3,4,451,6
3202,20240917,7,2,3,469,3
3203,20240917,10,1,4,434,2
3204,20241215,9,2,3,533,8
3205,20241217,15,3,5,450,3
3206,20240108,5,3,2,322,8
3207,20241115,12,2,4,513,4
3208,20240517,1,2,1,543,4
3209,20240207,12,3,4,544,3
3210,20240420,6,1,3,530,8
3211,20250102,19,3,7,556,3
3212,20240807,19,2,7,507,3
3213,20241202,16,1,5,563,6
3214,20240810,19,3,7,566,5
3215,20240515,3,2,1,463,7
3216,20240912,10,2,4,523,1
3217,20241225,18,2,6,525,4
3218,20250212,13,1,4,448,1
3219,20241124,18,1,6,569,3
3220,20250325,3,1,1,476,7
3221,20250309,3,1,1,387,9
3222,20250326,12,2,4,562,5
3223,20240218,7,2,3,521,8
3224,20241018,8,1,3,564,3
3225,20250116,9,1,3,510,3
3226,20241119,14,2,4,359,8
3227,20240318,5,3,2,311,12
3228,20240414,19,3,7,558,2
3229,20240617,16,2,5,509,2
3230,20240804,12,1,4,553,2
3231,20250112,4,1,2,567,0
3232,20240428,8,2,3,471,5
3233,20240708,7,3,3,368,5
3234,20240911,15,2,5,571,2
3235,20250104,6,2,3,437,7
3236,20240922,5,2,2,389,10
3237,20240528,14,1,4,488,4
3238,20240612,13,1,4,412,7
3239,20240519,10,1,4,432,8
3240,20241212,18,3,6,574,3
3241,20240914,4,2,2,562,2
3242,20250108,8,2,3,608,6
3243,20240925,11,3,4,380,9
3244,20240629,17,1,6,636,5
3245,20240608,18,2,6,567,1
3246,20241216,11,3,4,483,5
3247,20250203,16,1,5,509,5
3248,20241014,12,1,4,531,6
3249,20241014,13,2,4,472,4
3250,20250114,16,1,5,408,1
3251,20240813,1,3,1,514,10
3252,20240111,16,1,5,503,3
3253,20240110,15,2,5,526,1
3254,20240927,6,3,3,521,3
3255,20240929,12,1,4,566,6
3256,20250227,8,1,3,549,2
3257,20250205,7,1,3,411,2
3258,20240701,2,3,1,431,7
3259,20240601,12,1,4,592,8
3260,20241110,14,2,4,500,7
3261,20241129,16,3,5,445,2
3262,20240503,11,3,4,452,5
3263,20240423,9,1,3,465,6
3264,20241004,10,3,4,466,6
3265,20250217,17,2,6,608,2
3266,20240731,12,3,4,578,5
3267,20240620,6,2,3,455,3
3268,20241014,19,1,7,548,2
3269,20250310,11,3,4,460,4
3270,20240622,9,2,3,509,7
3271,20240422,6,1,3,500,4
3272,20250110,16,2,5,436,3
3273,20250208,16,3,5,494,1
3274,20240501,6,3,3,506,4
3275,20240201,5,2,2,323,12
3276,20240809,4,1,2,620,7
3277,20240428,2,1,1,541,4
3278,20240208,6,1,3,516,4
3279,20240924,9,1,3,503,4
3280,20240820,17,2,6,605,6
3281,20250306,14,3,4,349,3
3282,20240118,7,2,3,447,2
3283,20240528,19,3,7,456,1
3284,20250131,1,3,1,523,6
3285,20240528,15,2,5,449,3
3286,20240505,18,2,6,614,2
3287,20250126,3,1,1,423,6
3288,20241028,18,3,6,542,2
3289,20241225,2,1,1,469,8
3290,20240825,10,1,4,401,2
3291,20240514,11,2,4,530,6
3292,20240530,3,1,1,315,3
3293,20240823,7,1,3,530,2
3294,20240811,8,1,3,554,4
3295,20240721,19,2,7,506,3
3296,20240912,18,1,6,559,2
3297,20240326,13,1,4,558,6
3298,20240529,13,2,4,413,1
3299,20240822,19,2,7,508,1
3300,20241210,12,2,4,574,4
3301,20240122,17,3,6,575,1
3302,20241213,12,2,4,508,8
3303,20241011,13,3,4,452,7
3304,20240925,12,2,4,505,9
3305,20240914,19,2,7,576,5
3306,20240129,14,2,4,478,5
3307,20240731,7,3,3,457,5
3308,20250311,13,1,4,493,6
3309,20241009,6,2,3,573,5
3310,20240219,19,3,7,520,2
3311,20240404,19,2,7,507,3
3312,20250210,4,1,2,593,8
3313,20240328,19,3,7,583,2
3314,20240213,9,2,3,446,3
3315,20241004,16,2,5,459,8
3316,20240619,4,2,2,575,7
3317,20250224,6,1,3,507,8
3318,20240707,8,3,3,479,4
3319,20241218,16,2,5,524,3
3320,20240702,5,2,2,517,7
3321,20240103,10,3,4,403,6
3322,20240709,13,1,4,429,2
3323,20240427,14,1,4,340,6
3324,20240119,7,1,3,474,9
3325,20240123,6,1,3,559,8
3326,20250216,7,1,3,486,5
3327,20240130,5,2,2,378,10
3328,20241021,18,2,6,555,3
3329,20240417,12,2,4,503,4
3330,20250101,6,3,3,511,6
3331,20241007,1,1,1,561,6
3332,20240507,4,3,2,493,5
3333,20240816,19,1,7,607,4
3334,20240420,12,1,4,573,6
3335,20240515,15,3,5,532,2
3336,20241227,3,2,1,359,4
3337,20240704,8,3,3,468,7
3338,20240523,11,2,4,464,4
3339,20240312,16,1,5,512,2
3340,20240508,9,2,3,553,7
3341,20241229,3,1,1,475,4
3342,20240917,5,1,2,375,10
3343,20240103,14,2,4,357,4
3344,20250324,15,1,5,563,2
3345,20250122,6,2,3,451,4
3346,20240413,4,3,2,588,8
3347,20240811,8,1,3,537,6
3348,20241115,19,1,7,607,3
3349,20241227,5,3,2,403,8
3350,20241219,13,1,4,468,2
3351,20240110,16,3,5,432,5
3352,20250208,1,3,1,480,7
3353,20250118,13,1,4,496,8
3354,20241028,11,3,4,454,3
3355,20240818,8,3,3,490,4
3356,20240806,8,3,3,502,4
3357,20250214,14,1,4,434,5
3358,20240306,13,3,4,335,2
3359,20250228,3,2,1,449,3
3360,20240421,4,2,2,533,6
3361,20240113,15,3,5,443,2
3362,20250127,15,2,5,445,4
3363,20250223,13,1,4,385,8
3364,20240326,9,3,3,413,7
3365,20240821,10,1,4,373,5
3366,20240330,12,2,4,600,3
3367,20241109,14,2,4,386,8
3368,20240223,1,2,1,520,1
3369,20240112,14,2,4,440,10
3370,20240727,14,1,4,437,1
3371,20240114,8,3,3,504,4
3372,20240430,16,1,5,437,4
3373,20250221,14,3,4,484,3
3374,20250312,1,2,1,577,10
3375,20250111,16,2,5,401,4
3376,20240120,18,2,6,543,5
3377,20240315,7,2,3,430,3
3378,20250203,15,1,5,486,3
3379,20240830,17,3,6,579,6
3380,20240810,19,3,7,498,2
3381,20240310,13,2,4,569,7
3382,20241107,9,1,3,545,9
3383,20240729,15,2,5,511,0
3384,20240410,3,3,1,460,8
3385,20240704,1,3,1,531,5
3386,20240511,16,1,5,465,3
3387,20240420,8,3,3,483,3
3388,20250115,13,1,4,478,7
3389,20240511,8,2,3,552,2
3390,20240120,17,2,6,595,2
3391,20250128,14,1,4,338,3
3392,20240124,7,2,3,402,5
3393,20240814,15,1,5,517,2
3394,20240602,16,2,5,471,5
3395,20241019,19,2,7,602,5
3396,20240817,6,3,3,411,4
3397,20241105,1,3,1,510,3
3398,20241224,12,1,4,602,2
3399,20250208,18,2,6,635,1
3400,20240720,16,2,5,457,3
3401,20240207,12,2,4,554,8
3402,20250305,13,3,4,470,2
3403,20240916,8,1,3,550,2
3404,20240706,1,1,1,526,5
3405,20240226,7,1,3,483,3
3406,20250304,15,2,5,415,4
3407,20240120,13,1,4,509,6
3408,20240929,13,3,4,448,7
3409,20240428,9,3,3,456,7
3410,20240311,15,1,5,591,2
3411,20240104,4,2,2,542,9
3412,20240808,13,3,4,421,3
3413,20240114,12,3,4,579,5
3414,20240103,5,2,2,328,4
3415,20240803,7,2,3,415,8
3416,20240816,8,1,3,540,2
3417,20241201,5,3,2,413,4
3418,20240704,9,3,3,472,6
3419,20240224,14,1,4,355,5
3420,20250122,12,1,4,537,7
3421,20250110,4,3,2,521,3
3422,20240910,8,3,3,504,6
3423,20240124,17,2,6,602,5
3424,20240610,8,2,3,540,8
3425,20240606,1,3,1,430,6
3426,20240322,2,3,1,502,6
3427,20250206,4,2,2,570,8
3428,20240607,1,1,1,578,11
3429,20240706,7,1,3,484,7
3430,20240229,1,3,1,531,6
3431,20250206,9,3,3,482,4
3432,20241031,3,2,1,494,7
3433,20241114,12,3,4,532,6
3434,20241231,19,1,7,557,0
3435,20240729,15,2,5,583,3
3436,20250209,16,2,5,514,3
3437,20240531,10,1,4,457,6
3438,20240418,6,1,3,452,2
3439,20240316,17,2,6,559,0
3440,20240130,17,3,6,574,1
3441,20241109,19,1,7,564,2
3442,20240426,18,2,6,555,2
3443,20250218,11,3,4,456,4
3444,20241221,7,3,3,515,3
3445,20240710,10,2,4,452,10
3446,20240119,7,1,3,397,9
3447,20250307,5,3,2,356,7
3448,20240621,12,1,4,529,3
3449,20240815,16,2,5,458,1
3450,20241215,18,1,6,578,2
3451,20240701,3,3,1,385,8
3452,20240422,15,2,5,460,5
3453,20240701,5,3,2,355,5
3454,20240525,13,3,4,413,6
3455,20241114,19,2,7,455,4
3456,20240425,12,2,4,604,4
3457,20240422,5,1,2,455,4
3458,20240907,6,2,3,477,4
3459,20240907,7,1,3,461,4
3460,20241029,10,2,4,331,4
3461,20241108,16,3,5,530,2
3462,20240427,8,1,3,598,7
3463,20241027,9,2,3,490,2
3464,20240609,4,1,2,610,7
3465,20250204,8,1,3,549,8
3466,20240716,7,1,3,386,9
3467,20240916,15,3,5,469,3
3468,20240527,3,2,1,433,3
3469,20240827,17,2,6,580,5
3470,20240216,11,1,4,475,6
3471,20250202,9,2,3,481,5
3472,20240716,5,3,2,357,10
3473,20240216,10,1,4,423,8
3474,20240318,15,3,5,446,1
3475,20240503,14,3,4,358,9
3476,20240315,4,2,2,524,11
3477,20241224,2,2,1,519,5
3478,20240516,12,1,4,487,7
3479,20240330,1,3,1,533,8
3480,20250203,5,2,2,461,10
3481,20241120,6,1,3,496,10
3482,20240301,11,1,4,375,5
3483,20240517,8,2,3,518,9
3484,20240219,7,3,3,424,9
3485,20240915,4,1,2,549,5
3486,20240416,6,2,3,471,7
3487,20240422,16,1,5,557,2
3488,20241215,15,2,5,527,3
3489,20240910,14,1,4,376,6
3490,20240427,12,3,4,465,7
3491,20240716,12,1,4,544,4
3492,20241202,16,2,5,465,1
3493,20241230,15,2,5,521,2
3494,20240220,13,2,4,433,2
3495,20240901,11,3,4,472,4
3496,20250206,17,2,6,640,0
3497,20250301,15,2,5,532,2
3498,20240204,14,3,4,397,3
3499,20241028,10,2,4,395,3
3500,20250213,12,2,4,526,2
3501,20240309,16,3,5,507,5
3502,20241214,15,1,5,498,3
3503,20241115,10,2,4,410,5
3504,20250224,4,1,2,581,10
3505,20240218,9,3,3,445,5
3506,20250208,9,2,3,432,3
3507,20240314,11,2,4,484,9
3508,20240710,11,3,4,448,8
3509,20240917,7,2,3,473,6
3510,20241221,10,1,4,385,3
3511,20240310,4,1,2,616,3
3512,20240330,5,3,2,310,11
3513,20240916,5,2,2,481,4
3514,20240505,11,2,4,397,5
3515,20240818,9,3,3,481,6
3516,20241021,16,1,5,510,0
3517,20250222,9,1,3,469,2
3518,20240508,4,3,2,552,7
3519,20241006,2,2,1,531,4
3520,20241108,14,1,4,301,5
3521,20240409,3,2,1,451,4
3522,20241121,18,1,6,520,1
3523,20241023,6,2,3,451,1
3524,20240630,11,1,4,553,7
3525,20240622,18,2,6,556,4
3526,20241111,12,3,4,478,4
3527,20241229,5,1,2,378,7
3528,20240706,9,3,3,543,8
3529,20240226,18,1,6,538,4
3530,20240131,19,1,7,528,5
3531,20240324,3,1,1,514,3
