cost_id,date_key,stage_id,payroll_hours,material_cost,utility_cost
1956,20240124,7,5.6,172.69,58.1
1957,20250301,2,8.9,251.69,87.81
1958,20240727,4,6.5,205.66,79.88
1959,20240219,6,7.3,212.79,55.35
1960,20241013,5,10.9,433.48,123.63
1961,20250201,5,8.4,435.64,112.45
1962,20250224,2,7.0,265.48,72.2
1963,20240113,7,6.5,200.58,61.2
1964,20241214,7,6.9,214.63,67.55
1965,20240619,7,5.5,207.32,94.01
1966,20240513,3,9.5,230.94,96.4
1967,20240319,1,8.1,372.14,118.92
1968,20240926,5,10.0,466.35,132.9
1969,20250219,7,6.6,239.68,67.2
1970,20250322,3,8.1,257.68,79.2
1971,20240921,6,6.3,263.31,76.1
1972,20241028,1,8.0,279.0,114.67
1973,20240720,6,7.4,246.2,67.36
1974,20241204,4,6.9,210.7,73.55
1975,20241118,7,7.5,176.87,78.73
1976,20240201,7,6.1,217.77,62.19
1977,20240101,6,8.2,236.51,65.66
1978,20240523,6,8.9,231.1,104.07
1979,20241223,2,8.9,334.32,86.2
1980,20240418,3,7.1,284.67,101.01
1981,20240425,1,9.4,395.37,146.46
1982,20250219,7,5.5,191.48,63.02
1983,20250325,2,7.5,243.07,84.84
1984,20241221,7,5.5,231.95,46.32
1985,20250111,2,9.0,246.37,86.69
1986,20241204,7,5.5,194.11,61.36
1987,20250306,5,9.2,466.13,129.15
1988,20240319,1,8.4,262.15,111.09
1989,20240904,2,7.4,252.27,93.88
1990,20240105,5,8.1,431.41,112.86
1991,20250201,7,5.7,156.02,71.4
1992,20241120,2,7.6,329.84,101.66
1993,20240111,1,9.9,289.94,102.7
1994,20240127,2,7.8,240.93,84.62
1995,20241021,4,5.0,217.97,81.24
1996,20240410,4,5.9,197.04,98.23
1997,20240919,4,5.9,220.78,84.29
1998,20240509,4,6.2,224.4,116.37
1999,20240625,6,7.5,235.32,99.27
2000,20240211,3,7.9,328.91,75.82
2001,20240530,7,5.5,192.87,88.31
2002,20240121,2,6.7,352.64,75.56
2003,20250109,2,7.0,228.6,83.59
2004,20240422,2,6.1,248.41,116.36
2005,20240508,2,7.1,325.2,114.58
2006,20241011,5,9.1,406.95,125.37
2007,20241102,3,7.4,308.28,83.75
2008,20240611,7,6.5,220.37,89.95
2009,20241017,2,6.8,313.81,97.25
2010,20240206,5,10.3,481.42,120.59
2011,20250306,6,7.4,262.05,78.44
2012,20240525,3,8.0,254.84,110.64
2013,20241218,5,9.1,478.88,117.2
2014,20240513,4,7.1,173.5,95.65
2015,20240314,4,5.5,222.0,71.93
2016,20250215,5,10.8,481.79,106.0
2017,20240227,2,8.4,302.37,62.81
2018,20241127,3,9.6,284.34,78.53
2019,20240714,1,9.2,332.72,128.33
2020,20240422,5,8.2,458.86,165.14
2021,20240125,7,6.1,206.91,52.3
2022,20250330,5,10.5,487.93,143.69
2023,20241020,5,8.3,529.35,123.52
2024,20240730,2,7.7,279.12,94.8
2025,20250115,5,9.9,479.68,102.7
2026,20241106,1,9.4,347.81,121.56
2027,20240213,4,6.8,196.91,73.2
2028,20250210,4,6.8,204.97,69.27
2029,20241110,7,6.1,188.99,60.7
2030,20240312,3,7.9,306.08,80.97
2031,20240820,3,9.4,237.71,79.59
2032,20240906,4,5.3,219.55,78.34
2033,20250216,1,8.3,316.24,118.43
2034,20240217,1,10.0,383.63,108.52
2035,20240814,2,6.3,233.32,89.98
2036,20250313,4,6.5,241.48,83.16
2037,20240126,4,5.8,251.57,73.39
2038,20250111,3,8.4,309.73,78.71
2039,20240517,2,6.4,293.19,113.41
2040,20241126,4,6.5,196.65,69.42
2041,20240322,3,8.1,258.87,85.24
2042,20240714,3,7.4,313.96,94.71
2043,20240418,6,7.5,231.48,105.44
2044,20240309,3,8.8,232.94,75.4
2045,20241121,3,8.8,331.29,85.25
2046,20240517,7,7.9,164.27,75.78
2047,20250206,1,8.3,337.49,108.72
2048,20240829,7,6.9,179.07,62.08
2049,20240316,5,8.1,485.9,125.21
2050,20240705,7,6.6,186.55,68.9
2051,20240124,3,9.2,326.02,91.38
2052,20241201,1,10.0,386.46,127.21
2053,20240313,6,6.8,238.25,63.65
2054,20241128,5,10.0,515.23,130.76
2055,20240930,1,8.4,365.78,126.15
2056,20250219,5,9.5,544.91,111.93
2057,20240823,1,9.1,318.21,121.08
2058,20240504,2,6.9,276.09,105.33
2059,20241001,1,9.9,284.96,107.66
2060,20250225,2,7.0,277.07,76.36
2061,20240528,7,5.4,193.18,101.18
2062,20250315,5,9.6,390.9,133.79
2063,20241108,7,5.2,207.42,73.43
2064,20241031,4,6.6,202.28,79.27
2065,20240503,4,7.9,171.56,100.03
2066,20240513,3,9.3,246.19,102.31
2067,20240224,6,6.7,300.03,61.5
2068,20240102,7,5.9,192.19,62.01
2069,20240918,5,9.3,443.3,118.26
2070,20240727,6,8.3,258.02,67.1
2071,20240910,1,9.5,371.38,112.92
2072,20240830,3,9.6,276.78,85.99
2073,20240130,7,7.8,200.86,57.88
2074,20250104,1,8.3,317.43,108.98
2075,20241106,4,6.9,248.0,79.14
2076,20240111,3,9.3,309.11,81.82
2077,20240125,5,11.0,512.94,117.06
2078,20250222,7,6.6,206.88,76.54
2079,20250105,5,10.2,516.82,116.89
2080,20240329,3,9.3,278.87,87.47
2081,20241230,6,6.5,201.53,68.24
2082,20240515,6,7.9,213.06,89.24
2083,20241118,3,8.6,317.36,69.89
2084,20241223,1,9.9,344.6,99.32
2085,20240326,1,9.4,410.61,114.79
2086,20240506,5,10.2,421.35,172.58
2087,20241006,5,9.7,450.1,132.07
2088,20240528,7,6.2,218.72,92.91
2089,20240523,3,8.4,303.82,107.54
2090,20240622,6,8.3,214.17,91.09
2091,20250223,7,6.4,167.4,70.26
2092,20240517,2,7.3,316.92,117.18
2093,20250325,7,6.0,270.03,66.59
2094,20241212,3,7.3,264.07,78.9
2095,20240929,3,7.2,298.32,88.32
2096,20240504,6,6.1,233.78,91.95
2097,20240719,4,5.8,199.12,82.69
2098,20250316,6,6.2,265.83,71.95
2099,20240922,3,7.8,307.03,68.05
2100,20240721,7,7.5,197.52,70.28
2101,20240725,4,7.9,266.3,84.23
2102,20250325,1,9.6,301.31,126.28
2103,20240929,2,6.9,270.52,95.45
2104,20240721,6,8.7,239.17,64.6
2105,20240411,3,9.0,307.27,107.95
2106,20241014,6,7.8,274.66,76.47
2107,20250328,7,7.7,242.11,69.91
2108,20240525,1,9.1,274.12,150.35
2109,20241028,3,9.9,320.66,84.57
2110,20240816,3,8.0,226.79,74.63
2111,20240827,1,9.0,380.78,98.59
2112,20240215,3,7.8,292.63,87.06
2113,20250104,2,6.5,272.51,93.61
2114,20240509,3,9.5,232.74,115.92
2115,20241224,4,5.7,203.19,76.09
2116,20240127,6,7.0,184.25,61.33
2117,20250126,1,8.2,314.65,100.28
2118,20241228,4,5.8,210.26,83.89
2119,20241213,2,7.1,281.63,68.08
2120,20240430,3,7.3,251.28,99.7
2121,20240901,1,9.9,325.44,131.23
2122,20240128,1,8.3,383.98,109.51
2123,20240225,4,7.3,169.62,70.0
2124,20240218,2,8.9,260.0,77.16
2125,20241120,4,7.8,211.56,85.48
2126,20241215,6,7.2,296.75,60.72
2127,20240416,6,7.8,181.59,86.78
2128,20240331,5,8.5,415.85,134.51
2129,20240603,2,7.4,276.05,117.51
2130,20240329,3,7.5,299.58,91.44
2131,20250214,5,8.8,506.46,134.76
2132,20240924,4,7.7,171.83,89.36
2133,20240104,4,7.6,184.73,83.37
2134,20240628,7,6.0,165.82,99.64
2135,20241108,2,6.5,235.5,89.35
2136,20240903,2,8.7,320.03,89.04
2137,20240203,6,7.8,304.79,73.06
2138,20241101,6,7.8,184.2,77.57
2139,20241006,4,7.4,207.48,80.68
2140,20250223,1,8.8,323.68,111.0
2141,20250112,3,7.6,268.79,59.97
2142,20250312,2,7.9,271.48,91.58
2143,20240929,6,8.1,280.92,85.0
2144,20240201,1,9.1,324.96,112.18
2145,20250106,4,7.9,223.25,81.13
2146,20240223,6,6.6,249.78,71.68
2147,20241111,4,6.9,264.62,91.27
2148,20240224,1,8.7,351.69,102.58
2149,20241229,4,7.6,191.68,83.74
2150,20250321,3,9.4,290.31,88.18
2151,20250318,7,5.5,235.52,65.93
2152,20250124,1,9.8,337.35,105.26
2153,20250219,3,8.2,286.84,69.78
2154,20240509,2,8.2,285.25,102.67
2155,20240502,7,5.3,175.04,75.76
2156,20240523,5,8.4,540.78,167.18
2157,20241230,7,5.7,227.3,55.05
2158,20240701,3,8.9,252.79,78.88
2159,20250114,7,5.8,218.88,66.88
2160,20240331,5,9.2,467.48,140.5
2161,20240308,4,7.9,182.79,85.27
2162,20240604,3,9.7,332.78,94.78
2163,20240320,3,9.4,220.28,90.12
2164,20241005,4,6.4,228.15,86.83
2165,20240216,6,6.1,177.46,70.78
2166,20241230,3,7.1,268.62,76.45
2167,20240922,4,5.5,241.88,89.11
2168,20240909,2,6.4,261.06,96.37
2169,20240707,7,5.3,215.39,72.48
2170,20241203,7,5.0,231.09,65.34
2171,20240814,1,9.7,351.62,120.14
2172,20240629,6,8.8,232.15,95.39
2173,20240714,6,8.7,151.41,70.58
2174,20240325,3,9.6,286.01,82.54
2175,20240906,2,7.5,328.51,81.02
2176,20241110,1,9.9,321.7,107.58
2177,20241211,7,5.6,177.42,66.07
2178,20240116,3,8.6,267.62,72.0
2179,20240612,2,7.2,325.91,113.48
2180,20240119,3,9.9,327.27,83.25
2181,20241003,1,9.8,326.9,131.52
2182,20240814,3,8.1,308.49,85.38
2183,20241021,4,5.7,234.02,74.34
2184,20240206,7,6.6,164.48,43.6
2185,20240703,2,6.2,351.3,87.63
2186,20241003,3,9.9,281.79,86.96
2187,20250131,4,6.0,259.34,70.55
2188,20240913,7,6.9,173.41,67.06
2189,20241017,7,6.5,217.17,50.7
2190,20240827,6,7.8,239.84,83.97
2191,20240406,1,8.1,360.59,154.19
2192,20250309,6,8.2,269.97,81.33
2193,20240629,1,9.5,302.24,142.7
2194,20240516,7,5.2,167.95,95.08
2195,20240404,6,8.3,231.2,92.13
2196,20240326,4,5.6,267.66,84.36
2197,20240428,1,8.0,344.32,155.89
2198,20240226,4,5.1,200.05,74.4
2199,20240513,6,7.4,215.86,98.8
2200,20240217,1,9.2,381.25,112.23
2201,20241110,5,8.2,414.16,129.74
2202,20241212,5,8.5,443.77,122.5
2203,20240327,3,7.9,230.78,90.21
2204,20240403,6,7.1,243.13,86.8
2205,20240713,6,8.2,208.01,75.27
2206,20241205,6,6.1,203.08,57.07
2207,20240424,1,8.9,354.33,150.6
2208,20250209,5,8.8,538.18,118.16
2209,20250208,6,8.3,252.54,68.55
2210,20250202,6,7.6,269.54,86.63
2211,20250308,4,5.4,204.82,67.14
2212,20240906,1,8.4,346.36,121.28
2213,20240415,6,8.6,284.89,83.1
2214,20250109,2,8.5,293.56,86.57
2215,20240319,4,7.6,161.31,78.65
2216,20240626,5,9.2,408.11,149.35
2217,20250306,5,8.9,411.25,126.14
2218,20241130,5,8.3,539.13,141.51
2219,20240715,3,7.2,288.49,83.15
2220,20240210,7,7.5,160.5,74.39
2221,20240324,3,9.0,268.03,103.01
2222,20241004,2,6.6,303.98,88.6
2223,20250109,2,8.3,251.47,84.44
2224,20241213,7,6.7,184.59,54.09
2225,20240905,4,5.3,185.47,84.44
2226,20240331,2,8.2,264.31,104.48
2227,20240902,4,7.7,210.97,80.85
2228,20250321,6,7.3,206.75,83.68
2229,20240724,1,9.4,303.39,110.81
2230,20240517,3,9.0,192.41,126.8
2231,20250113,6,6.9,243.36,65.82
2232,20240526,5,9.9,518.79,172.69
2233,20240331,4,6.4,211.16,88.46
2234,20240328,2,8.6,251.87,95.23
2235,20240820,1,9.7,343.96,114.76
2236,20240212,2,7.3,289.67,78.19
2237,20241116,5,9.4,399.47,109.06
2238,20241009,1,8.5,357.18,119.86
2239,20240515,2,8.5,246.32,114.02
2240,20250313,4,6.2,281.61,83.0
2241,20241202,6,6.0,234.22,72.91
2242,20240128,2,7.9,290.71,82.8
2243,20240213,3,7.4,281.16,81.06
2244,20240416,7,7.3,192.6,84.63
2245,20250211,7,5.8,216.0,62.48
2246,20240711,7,5.5,191.1,74.49
2247,20241229,3,8.4,250.48,82.04
2248,20240920,1,8.1,364.36,137.26
2249,20240507,3,8.8,301.52,92.97
2250,20240102,2,6.0,302.1,83.77
2251,20250101,5,10.1,430.01,128.0
2252,20240525,3,7.8,288.35,121.46
2253,20240504,4,7.5,190.55,105.85
2254,20240707,2,8.3,280.42,99.26
2255,20241024,7,5.1,224.93,68.88
2256,20250227,3,8.9,278.85,78.99
2257,20240104,6,6.3,279.4,60.97
2258,20241115,1,9.6,332.13,127.0
2259,20240615,7,6.7,228.34,84.59
2260,20240725,5,9.4,403.83,135.33
2261,20240330,5,8.9,448.59,129.41
2262,20240922,5,9.2,453.18,126.32
2263,20250112,5,10.8,432.63,111.21
2264,20240816,4,5.0,217.55,87.29
2265,20241229,3,8.5,358.11,88.0
2266,20250221,5,9.2,504.99,119.79
2267,20240806,4,7.2,238.8,82.25
2268,20240603,4,7.0,176.91,92.42
2269,20250304,5,9.0,426.03,125.53
2270,20240328,6,6.3,253.94,76.2
2271,20240424,5,8.1,487.85,161.17
2272,20240404,4,7.5,210.57,91.01
2273,20240110,4,5.4,211.83,77.28
2274,20250110,1,8.2,331.65,94.42
2275,20240723,4,5.1,276.04,80.95
2276,20240729,7,7.9,237.13,64.96
2277,20241229,1,8.8,321.18,104.29
2278,20241019,6,9.0,229.4,73.35
2279,20240103,2,6.3,276.25,96.22
2280,20250103,2,6.7,305.55,80.45
2281,20240927,1,9.9,343.42,133.98
2282,20240708,2,7.0,289.0,66.98
2283,20240516,4,6.2,267.17,107.23
2284,20250107,7,5.2,230.57,56.43
2285,20240307,4,6.9,249.88,81.59
2286,20240104,5,9.6,534.66,113.99
2287,20240129,3,8.1,275.65,75.12
2288,20240605,5,9.1,435.47,156.07
2289,20240131,5,10.9,496.31,114.21
2290,20250319,3,9.7,320.05,103.81
2291,20240122,1,8.9,317.18,107.52
2292,20240413,4,6.8,229.77,101.92
2293,20241203,3,9.7,272.67,81.42
2294,20250325,6,8.8,271.79,65.58
2295,20240620,4,6.6,216.65,94.82
2296,20240503,7,7.6,203.5,86.16
2297,20250222,1,9.7,310.44,107.69
2298,20250130,2,6.1,330.43,82.82
2299,20240122,5,10.6,520.19,128.45
2300,20241226,5,9.7,533.91,105.95
2301,20240507,4,7.1,200.88,112.55
2302,20241211,3,8.2,284.52,83.3
2303,20240804,2,7.8,251.33,90.81
2304,20240608,6,6.1,268.01,96.23
2305,20240109,4,7.8,259.23,59.53
2306,20240411,7,7.4,190.18,99.04
2307,20240710,6,7.2,236.02,83.97
2308,20250318,5,10.5,416.73,125.84
2309,20240720,4,5.0,217.46,95.94
2310,20250323,4,7.1,220.42,73.16
2311,20241220,5,8.1,493.18,110.09
2312,20240624,2,8.5,273.57,114.17
2313,20241104,4,7.9,210.27,73.78
2314,20240608,6,8.0,281.02,91.51
2315,20250313,3,9.7,252.0,95.47
2316,20241226,3,9.6,299.62,75.8
2317,20240617,1,8.4,359.56,156.45
2318,20241118,1,8.7,331.97,108.38
2319,20240909,1,8.7,294.5,123.29
2320,20250314,7,6.7,201.33,60.57
2321,20240403,3,7.8,295.44,112.11
2322,20240820,2,8.5,333.61,99.13
2323,20240823,4,6.7,220.72,95.94
2324,20240611,3,9.6,263.03,90.16
2325,20241109,1,8.6,364.39,114.44
2326,20250328,1,8.6,350.0,135.89
2327,20240809,7,5.5,159.29,61.76
2328,20240508,4,7.9,212.94,96.5
2329,20240109,1,9.2,362.1,124.59
2330,20250112,6,7.7,282.62,68.69
2331,20241031,5,8.8,496.23,139.98
2332,20241119,2,6.1,343.23,80.34
2333,20250305,5,9.6,479.51,131.99
2334,20240730,3,8.9,315.96,87.22
2335,20240328,4,5.9,218.52,88.99
2336,20250224,2,8.0,273.84,88.11
2337,20241229,6,6.7,219.99,76.17
2338,20241128,7,5.0,248.76,69.34
2339,20240526,2,7.5,294.99,116.59
2340,20240321,5,8.6,418.91,129.34
2341,20241002,6,8.3,184.45,89.81
2342,20250226,6,7.1,245.31,65.84
2343,20240927,1,9.9,375.97,112.05
2344,20240904,6,7.5,250.36,73.38
2345,20241218,6,8.1,287.04,83.89
2346,20250331,3,8.3,276.85,90.2
2347,20240528,1,9.0,327.23,154.55
2348,20240223,2,7.2,311.54,78.76
2349,20240505,6,7.2,202.93,95.21
2350,20240819,1,9.9,318.98,120.11
2351,20250128,3,9.4,271.06,72.81
2352,20250308,2,7.7,308.33,97.99
2353,20240101,7,8.0,202.51,68.02
2354,20240201,1,9.2,326.39,97.48
2355,20240114,4,6.7,158.59,65.25
2356,20241010,1,8.5,343.94,118.31
2357,20250227,4,6.3,216.13,74.75
2358,20241103,5,11.0,553.56,127.2
2359,20240603,3,9.3,254.22,116.74
2360,20250114,4,7.4,210.59,67.57
2361,20240927,7,6.5,208.07,72.9
2362,20240707,6,8.0,252.52,70.99
2363,20240901,3,7.3,286.05,73.49
2364,20250321,5,10.1,505.79,125.03
2365,20240423,1,9.9,313.9,158.06
2366,20240910,1,8.3,302.8,115.62
2367,20240508,6,8.0,279.67,97.38
2368,20240821,4,5.2,243.55,92.13
2369,20240511,5,10.5,512.6,163.41
2370,20250226,6,8.7,251.89,64.32
2371,20240127,1,9.1,377.34,114.16
2372,20240607,6,6.4,192.55,103.05
2373,20240220,2,7.3,261.4,82.8
2374,20240416,7,5.4,226.05,84.34
2375,20250301,5,8.6,406.49,116.16
2376,20240709,2,8.3,350.06,93.83
2377,20240328,2,7.4,328.49,91.18
2378,20240606,5,10.3,474.09,165.46
2379,20241224,1,8.9,341.89,120.06
2380,20250125,5,10.7,432.11,120.84
2381,20240630,1,8.1,392.71,153.4
2382,20240907,7,7.4,228.68,64.73
2383,20241110,3,7.2,236.25,99.06
2384,20240415,2,6.5,258.75,119.35
2385,20250327,4,5.5,194.75,68.26
2386,20250331,6,6.6,159.02,72.27
2387,20240306,5,9.4,505.37,113.47
2388,20241227,4,5.4,252.47,76.11
2389,20250216,3,8.3,320.16,70.58
2390,20240228,3,9.0,277.6,77.76
2391,20240610,7,6.1,208.62,97.95
2392,20250312,2,9.0,299.61,92.76
2393,20240321,4,7.2,242.71,58.5
2394,20240616,3,8.8,221.44,106.76
2395,20240704,2,8.6,248.32,87.24
2396,20240324,5,9.6,447.8,131.53
2397,20240605,6,6.0,231.36,99.41
2398,20241121,7,7.2,231.11,92.36
2399,20250116,5,9.7,453.5,106.76
2400,20240912,4,7.2,232.24,82.8
2401,20250118,2,7.8,230.18,88.1
2402,20250107,7,5.0,185.03,61.17
2403,20240716,2,7.1,290.47,84.63
2404,20241031,2,6.8,227.07,90.19
2405,20240918,1,9.2,368.69,104.04
2406,20241231,3,9.7,237.17,86.05
2407,20240107,2,7.1,256.55,80.89
2408,20240411,1,8.4,293.11,150.01
2409,20250223,7,6.8,205.78,65.76
2410,20240310,1,9.6,364.5,102.93
2411,20241219,6,7.6,225.43,65.86
2412,20250119,5,10.1,464.62,124.95
2413,20240122,6,8.6,274.4,69.81
2414,20240827,7,7.6,204.05,83.76
2415,20240727,3,9.7,283.93,97.82
2416,20241024,7,5.9,191.72,89.21
2417,20240324,7,6.9,197.71,64.03
2418,20240201,7,5.1,177.31,51.45
2419,20241014,5,9.5,415.99,127.37
2420,20240918,3,9.5,317.72,89.77
2421,20240513,5,9.5,540.51,159.35
2422,20250331,7,6.8,181.3,78.86
2423,20240417,1,10.0,278.74,151.34
2424,20250129,2,7.4,327.8,83.98
2425,20240605,2,8.6,286.7,110.12
2426,20250220,3,9.6,272.44,73.84
2427,20250119,2,7.5,282.65,79.65
2428,20241212,7,5.6,187.72,69.56
2429,20250331,5,9.6,437.43,134.88
2430,20241128,6,6.8,213.56,60.24
2431,20240613,5,8.9,533.25,149.44
2432,20240613,4,6.3,215.66,95.85
2433,20241227,6,6.9,244.56,66.13
2434,20240424,6,6.0,228.87,92.36
2435,20240821,4,5.0,206.38,92.68
2436,20241214,7,6.8,214.35,53.92
2437,20250213,2,7.5,304.54,84.2
2438,20250228,3,7.1,268.38,64.97
2439,20241211,1,8.9,323.42,102.27
2440,20240413,5,10.8,517.66,159.95
2441,20240405,4,6.6,212.14,86.05
2442,20240618,3,8.3,339.02,101.16
2443,20240229,1,8.1,366.27,89.87
2444,20240328,7,5.5,201.07,69.15
2445,20240510,6,7.0,295.53,84.37
2446,20240113,1,9.5,348.78,110.4
2447,20240518,7,5.8,211.26,82.99
2448,20241108,3,9.2,240.36,101.17
2449,20240715,6,6.7,233.13,83.98
2450,20250324,1,9.7,316.27,113.79
2451,20240813,4,7.1,263.94,71.33
2452,20240428,2,8.6,335.52,106.97
2453,20241014,5,10.8,445.74,125.27
2454,20240925,4,8.0,255.42,93.07
2455,20240929,4,7.3,228.5,67.85
2456,20240306,5,8.4,497.32,136.35
2457,20250208,2,8.2,331.96,70.63
2458,20240731,7,5.5,182.79,61.89
2459,20241121,2,7.9,284.38,87.79
2460,20250313,6,8.8,273.72,76.23
2461,20241215,7,7.9,242.45,51.43
2462,20240907,1,9.5,310.57,117.61
2463,20250202,1,9.6,334.24,110.32
2464,20250202,6,6.8,227.09,76.91
2465,20241230,6,6.1,273.46,68.06
2466,20250101,7,6.4,190.85,67.82
2467,20240921,6,7.6,245.06,72.72
2468,20240316,6,8.4,275.24,72.81
2469,20240311,1,9.5,334.35,121.62
2470,20240328,6,7.3,216.31,68.17
2471,20241003,4,7.7,190.61,75.37
2472,20250127,1,8.6,332.32,106.79
2473,20240306,2,8.4,248.0,79.41
2474,20240311,7,7.7,201.44,51.18
2475,20240914,6,6.5,245.18,80.95
2476,20241107,6,8.8,232.69,78.6
2477,20240112,3,7.4,261.3,66.74
2478,20250107,4,6.1,249.98,60.56
2479,20240907,4,7.4,252.25,80.34
2480,20241107,3,9.4,288.96,93.28
2481,20240408,4,5.9,221.68,109.09
2482,20240627,3,9.4,274.56,102.89
2483,20240716,4,6.9,227.03,90.21
2484,20250318,3,9.1,273.37,75.44
2485,20241122,3,9.3,217.83,97.22
2486,20240923,2,8.0,303.94,82.1
2487,20240903,3,8.9,273.01,81.44
2488,20250121,6,6.3,236.08,57.72
2489,20240610,6,6.7,246.3,94.79
2490,20241206,3,9.3,294.85,83.86
2491,20240526,5,9.3,439.62,168.74
2492,20240514,4,5.3,231.55,113.5
2493,20241228,6,6.5,240.56,56.14
2494,20250129,4,6.6,264.81,75.86
2495,20241114,1,8.1,301.74,119.57
2496,20240909,3,9.7,317.96,71.22
2497,20250326,3,7.8,319.36,87.51
2498,20240702,7,7.0,185.58,72.85
2499,20240412,4,7.6,215.62,104.58
2500,20250302,6,8.7,178.32,72.74
2501,20250315,1,9.8,378.15,119.26
2502,20241027,2,8.1,258.53,83.01
2503,20250118,3,9.4,198.6,74.86
2504,20240706,5,8.4,421.01,132.03
2505,20240609,4,6.0,187.88,102.03
2506,20240128,1,8.1,346.51,110.51
2507,20240412,7,6.9,236.03,93.12
2508,20240425,3,7.5,236.75,103.9
2509,20240811,7,6.5,165.69,66.5
2510,20240226,6,8.7,263.21,62.72
2511,20241103,1,9.3,378.94,116.74
2512,20240916,5,10.3,403.33,130.69
2513,20240814,1,9.5,334.82,117.81
2514,20240524,4,7.2,203.04,115.46
2515,20241017,2,6.2,258.07,81.5
2516,20240211,2,7.4,318.69,73.68
2517,20240816,2,7.7,311.59,88.01
2518,20240706,6,6.7,263.64,87.57
2519,20250213,6,6.6,221.51,68.73
2520,20250307,1,9.9,308.84,110.81
2521,20240304,6,6.7,246.51,72.18
2522,20240524,3,8.6,255.1,108.27
2523,20241219,3,9.5,290.79,59.07
2524,20240828,3,9.2,296.11,82.45
2525,20240718,5,9.7,428.95,121.69
2526,20250125,3,9.8,278.16,69.92
2527,20240305,4,5.4,224.95,77.0
2528,20240507,1,8.9,348.04,145.12
2529,20240221,4,5.9,233.19,70.73
2530,20240819,7,8.0,251.41,68.9
2531,20250228,2,7.3,262.85,88.32
2532,20250106,7,6.4,242.06,56.57
2533,20250203,7,5.5,204.85,51.01
2534,20240829,4,7.4,260.68,68.08
2535,20240712,4,7.2,244.58,89.06
2536,20240831,4,7.3,203.96,89.47
2537,20240718,5,8.9,515.1,126.05
2538,20240326,1,9.5,340.15,123.21
2539,20250112,6,6.0,249.94,54.81
2540,20240702,7,6.5,189.64,73.14
2541,20241009,3,8.4,261.88,79.57
2542,20240118,4,5.9,247.07,67.28
2543,20241114,7,6.2,187.31,66.98
2544,20240320,6,8.6,191.83,90.02
2545,20250105,2,7.4,304.85,71.11
2546,20250213,6,7.9,258.82,73.28
2547,20250209,1,8.6,345.48,118.43
2548,20250317,1,8.0,360.67,122.8
2549,20240913,4,7.5,239.37,80.65
2550,20240811,6,8.5,242.01,70.42
2551,20250305,1,9.3,301.58,107.68
2552,20241207,1,8.9,317.11,117.04
2553,20240127,6,8.1,189.49,82.82
2554,20241223,1,8.1,355.98,111.36
2555,20240620,1,9.1,272.76,139.79
2556,20250220,2,8.1,322.28,85.85
2557,20240323,2,6.2,298.76,92.4
2558,20240202,2,7.7,324.35,79.16
2559,20240504,3,7.7,294.47,105.21
2560,20240630,2,8.9,312.17,99.81
2561,20240601,3,8.4,234.81,94.56
2562,20240106,4,5.1,210.92,58.12
2563,20250307,1,9.3,279.18,132.27
2564,20240911,7,5.3,252.47,75.98
2565,20240908,2,7.4,332.78,95.71
2566,20240402,4,6.3,252.67,90.31
2567,20240229,1,9.6,319.89,115.58
2568,20250321,4,6.7,195.48,96.28
2569,20240115,6,8.3,254.71,43.86
2570,20250318,5,9.8,455.48,129.2
2571,20241020,1,8.8,390.02,99.09
2572,20250202,1,9.3,298.7,109.08
2573,20240607,3,10.0,322.72,102.06
2574,20240423,6,8.9,288.81,90.11
2575,20240711,7,6.3,195.17,75.08
2576,20250207,6,7.4,263.22,72.45
2577,20250216,1,9.1,393.78,95.79
2578,20241126,4,6.1,234.35,98.98
2579,20240523,7,5.1,201.26,88.96
2580,20250220,7,6.6,235.0,74.37
2581,20240701,7,5.2,248.69,60.34
2582,20241001,5,10.7,427.93,140.31
2583,20241210,5,10.0,401.15,124.55
2584,20240219,2,6.4,248.33,88.31
2585,20240203,2,7.2,328.19,84.78
2586,20240710,4,8.0,213.57,69.88
2587,20240412,2,6.5,311.95,104.7
2588,20240531,5,9.5,532.39,163.7
2589,20250103,5,8.5,452.76,117.58
2590,20241014,3,7.9,246.86,83.81
2591,20240430,1,9.8,361.68,144.27
2592,20250121,7,5.5,202.65,67.82
2593,20240520,7,7.0,215.18,92.26
2594,20240327,7,6.6,206.31,70.77
2595,20240924,1,9.2,305.23,120.07
2596,20240302,2,8.6,314.82,103.12
2597,20250304,4,6.1,193.51,82.17
2598,20240124,7,7.0,203.78,57.6
2599,20241006,1,9.0,353.81,123.51
2600,20240809,6,6.6,285.18,83.68
2601,20240727,1,9.1,358.05,126.24
2602,20240115,5,10.4,436.72,107.78
2603,20240626,2,8.9,309.01,117.0
2604,20240328,4,6.6,254.5,57.27
2605,20241217,3,8.4,243.42,67.84
2606,20240713,4,5.7,276.42,89.9
2607,20250106,7,5.5,162.84,69.01
2608,20240621,7,5.7,207.31,97.63
2609,20250324,2,7.4,322.33,78.75
2610,20240120,4,5.6,215.6,73.57
2611,20241003,6,6.5,210.54,70.89
2612,20250130,1,8.7,375.36,102.46
2613,20240904,6,7.2,246.75,92.03
2614,20240409,4,6.7,191.74,106.15
2615,20241229,2,8.1,273.44,74.21
2616,20240325,4,5.6,158.05,75.14
2617,20240323,2,7.2,322.49,88.76
2618,20250206,7,7.1,200.05,69.09
2619,20241222,1,8.8,351.05,105.34
2620,20240914,5,10.7,413.35,116.12
