log_id,date_key,stage_id,rework_reason,man_hours_lost,parts_cost_lost
1071,20240809,4,Design mismatch,11.9,3252.03
1072,20240528,3,Design mismatch,10.9,2406.03
1073,20240423,5,Process deviation,9.8,1291.48
1074,20241017,4,Tooling wear,12.9,2392.06
1075,20240802,7,Power fluctuation,9.8,2523.32
1076,20240123,1,Power fluctuation,10.7,2188.03
1077,20240705,6,Equipment failure,25.4,4711.53
1078,20241116,3,Power fluctuation,12.9,1988.2
1079,20240607,4,Supplier defect,1.9,4418.28
1080,20240127,7,Operator error,11.6,1136.15
1081,20240324,6,Process deviation,12.4,1941.88
1082,20250219,3,Material defect,8.7,3115.21
1083,20240811,1,Material defect,13.7,2966.94
1084,20241230,5,Design mismatch,15.8,2711.14
1085,20250215,2,Material defect,12.3,4233.28
1086,20240122,3,Tooling wear,13.5,2114.31
1087,20240917,3,Operator error,10.9,1477.66
1088,20250121,6,Equipment failure,22.0,5089.49
1089,20250101,3,Operator error,8.6,1983.56
1090,20241218,2,Machine calibration,14.0,2012.49
1091,20241222,6,Quality rejection,10.6,1085.44
1092,20240321,5,Tooling wear,13.8,2335.13
1093,20250321,3,Equipment failure,24.2,4413.81
1094,20240627,7,Machine calibration,12.5,2024.41
1095,20240408,5,Tooling wear,16.8,2530.14
1096,20240315,5,Supplier defect,15.3,3745.73
1097,20240409,1,Supplier defect,14.0,2759.86
1098,20240217,4,Process deviation,8.5,2202.84
1099,20241118,7,Supplier defect,17.8,4063.54
1100,20241224,7,Supplier defect,20.3,2526.78
1101,20240823,6,Design mismatch,15.1,2542.59
1102,20250210,3,Machine calibration,10.5,2208.12
1103,20240228,3,Operator error,6.3,1745.1
1104,20240919,6,Equipment failure,14.5,5674.1
1105,20241102,7,Power fluctuation,8.6,2625.44
1106,20240831,5,Quality rejection,5.8,1456.58
1107,20250129,4,Supplier defect,21.3,2457.4
1108,20250317,3,Quality rejection,10.7,1802.88
1109,20250228,7,Supplier defect,28.7,3063.64
1110,20241029,2,Material defect,13.3,2160.52
1111,20240411,3,Process deviation,8.1,1479.12
1112,20250316,5,Material defect,18.1,4345.49
1113,20250117,7,Power fluctuation,6.0,2786.21
1114,20240618,1,Machine calibration,8.4,2049.01
1115,20241204,6,Machine calibration,11.5,2498.34
1116,20241125,1,Supplier defect,21.6,3838.07
1117,20240414,3,Operator error,7.8,1974.54
1118,20240604,2,Supplier defect,10.2,3191.15
1119,20241028,7,Supplier defect,16.5,3459.91
1120,20250328,7,Equipment failure,19.5,5167.25
1121,20240807,3,Equipment failure,20.2,3617.39
1122,20250101,2,Quality rejection,8.8,1606.32
1123,20241204,1,Supplier defect,19.3,4113.38
1124,20240522,1,Process deviation,9.0,1771.92
1125,20241030,6,Power fluctuation,9.4,1399.24
1126,20240301,7,Tooling wear,9.2,3080.33
1127,20240626,7,Quality rejection,8.3,1396.19
1128,20250104,2,Power fluctuation,11.8,1720.85
1129,20240622,4,Material defect,20.7,4094.87
1130,20240222,5,Machine calibration,8.7,2133.9
1131,20241009,2,Supplier defect,13.0,3953.56
1132,20250105,7,Operator error,9.7,1559.23
1133,20241116,4,Material defect,17.0,2704.01
1134,20240630,7,Tooling wear,16.0,2734.66
1135,20240816,4,Equipment failure,11.4,4272.35
1136,20240128,3,Process deviation,11.2,1787.25
1137,20250122,2,Material defect,15.8,3115.13
1138,20240113,4,Machine calibration,7.3,2315.48
1139,20240910,5,Process deviation,8.9,1918.96
1140,20240706,1,Tooling wear,13.7,2017.8
1141,20240228,3,Supplier defect,13.3,3577.08
1142,20241130,2,Machine calibration,13.6,1687.64
1143,20241114,7,Design mismatch,16.1,2706.42
1144,20240819,2,Machine calibration,8.3,1807.72
1145,20241026,3,Operator error,9.3,1672.67
1146,20240424,5,Supplier defect,13.2,3636.93
1147,20240924,1,Supplier defect,12.5,4867.52
1148,20240214,4,Process deviation,7.4,1749.34
1149,20250130,4,Tooling wear,9.9,2529.74
1150,20241226,4,Tooling wear,15.8,2376.73
1151,20241014,3,Machine calibration,8.0,2236.79
1152,20241104,1,Process deviation,9.2,1825.53
1153,20240728,3,Process deviation,6.0,2153.3
1154,20240304,2,Machine calibration,14.1,1851.71
1155,20240901,4,Supplier defect,16.0,3825.87
1156,20240131,2,Operator error,9.1,1388.47
1157,20250205,5,Operator error,8.9,1762.86
1158,20240513,4,Material defect,16.4,2892.24
1159,20240510,6,Quality rejection,11.1,1112.09
1160,20250131,2,Tooling wear,11.5,2386.36
1161,20240301,6,Design mismatch,10.1,3143.28
1162,20241121,3,Material defect,16.8,4167.1
1163,20240924,7,Power fluctuation,9.1,2403.85
1164,20240514,2,Operator error,8.1,1471.5
1165,20250313,4,Supplier defect,24.5,3339.69
1166,20240511,6,Tooling wear,15.3,2150.13
1167,20241217,3,Operator error,10.9,1551.8
1168,20240519,6,Supplier defect,12.1,4944.58
1169,20240427,3,Tooling wear,13.4,2786.7
1170,20250320,2,Machine calibration,7.6,1932.1
1171,20250115,7,Operator error,6.9,1550.43
1172,20241122,6,Machine calibration,8.3,1991.08
1173,20241025,5,Material defect,12.4,3941.46
1174,20241012,2,Machine calibration,6.1,2307.68
1175,20240414,4,Tooling wear,11.9,2814.22
1176,20240220,7,Power fluctuation,13.4,2687.76
1177,20250206,5,Machine calibration,10.4,2664.47
1178,20240406,6,Design mismatch,6.0,2869.11
1179,20241011,5,Supplier defect,23.4,3101.07
1180,20240214,3,Design mismatch,14.6,1492.64
1181,20250208,2,Power fluctuation,6.3,1880.98
1182,20250111,2,Power fluctuation,13.6,2243.45
1183,20240902,1,Tooling wear,9.9,2275.87
1184,20240307,1,Power fluctuation,14.7,2200.04
1185,20241227,7,Tooling wear,13.4,3096.97
1186,20241005,4,Tooling wear,5.5,1839.03
1187,20250322,7,Quality rejection,6.6,1841.18
1188,20250320,2,Power fluctuation,10.1,2239.44
1189,20240707,2,Design mismatch,13.7,3145.74
1190,20240824,1,Design mismatch,14.8,3158.92
1191,20240316,5,Supplier defect,11.6,4001.13
1192,20240118,5,Operator error,6.9,1612.06
1193,20240214,6,Machine calibration,9.5,2349.78
1194,20241008,3,Tooling wear,8.5,2379.92
1195,20240812,3,Operator error,8.8,1869.27
1196,20240929,4,Power fluctuation,11.4,1990.43
1197,20241001,2,Process deviation,8.9,1459.34
1198,20240414,7,Equipment failure,21.4,5580.66
1199,20240502,7,Quality rejection,5.2,1382.83
1200,20240828,4,Tooling wear,9.6,2411.52
1201,20240929,6,Quality rejection,4.5,1566.27
1202,20250130,7,Operator error,9.7,668.18
1203,20240819,6,Supplier defect,28.3,3640.56
1204,20240617,2,Design mismatch,16.3,2416.91
1205,20240514,3,Operator error,8.6,1535.65
1206,20250101,6,Design mismatch,14.9,2480.13
1207,20240712,2,Machine calibration,12.9,1555.81
1208,20250121,4,Material defect,18.6,3374.55
1209,20240506,3,Machine calibration,9.5,1926.24
1210,20241104,6,Process deviation,7.5,1467.79
1211,20240612,6,Machine calibration,10.4,2647.94
1212,20240830,3,Design mismatch,7.6,2950.49
1213,20240630,7,Quality rejection,6.5,1818.13
1214,20240209,5,Operator error,4.8,1543.06
1215,20240419,3,Supplier defect,18.4,2324.09
1216,20250328,4,Power fluctuation,17.4,2473.94
1217,20241005,7,Equipment failure,23.5,4999.18
1218,20240106,2,Machine calibration,7.3,2254.45
1219,20240910,5,Machine calibration,9.1,1483.25
1220,20250228,4,Machine calibration,12.4,1126.39
1221,20240611,2,Process deviation,10.0,1891.9
1222,20240202,1,Supplier defect,28.1,2812.64
1223,20240529,1,Process deviation,8.7,1799.49
1224,20240418,5,Machine calibration,11.4,2264.12
1225,20240511,5,Power fluctuation,10.7,2367.47
1226,20250105,3,Design mismatch,16.0,3200.26
1227,20240806,4,Power fluctuation,11.9,2080.1
1228,20241018,2,Supplier defect,29.1,3156.43
1229,20250318,1,Material defect,12.0,3216.61
1230,20240206,1,Equipment failure,18.2,6201.84
1231,20240324,6,Supplier defect,12.0,3241.82
1232,20240227,5,Process deviation,9.2,2281.91
1233,20241014,4,Process deviation,6.6,2128.29
1234,20240909,5,Quality rejection,8.8,1503.57
1235,20240408,4,Process deviation,7.6,1567.91
1236,20250202,1,Tooling wear,11.3,2570.52
1237,20250104,4,Tooling wear,15.0,2248.33
1238,20240812,5,Operator error,5.8,1367.26
1239,20240706,3,Operator error,7.4,1778.25
1240,20250207,4,Material defect,11.9,2599.36
1241,20250210,3,Tooling wear,11.4,2500.93
1242,20240407,1,Design mismatch,15.4,2608.71
1243,20241004,3,Operator error,8.0,1210.54
1244,20240427,7,Process deviation,8.4,1796.81
1245,20240515,4,Tooling wear,16.8,2805.08
1246,20240921,5,Equipment failure,22.1,3021.28
1247,20240307,7,Machine calibration,11.1,1774.36
1248,20241025,6,Quality rejection,2.2,1639.03
1249,20240805,5,Quality rejection,8.3,1210.28
1250,20250206,2,Process deviation,10.0,1804.98
1251,20240113,1,Design mismatch,12.2,3068.49
1252,20240427,5,Design mismatch,18.1,2573.42
1253,20240403,7,Supplier defect,12.7,4437.38
1254,20241021,5,Power fluctuation,15.9,2889.2
1255,20241010,1,Power fluctuation,13.6,1798.7
1256,20240327,5,Operator error,5.3,1973.9
1257,20241230,4,Power fluctuation,12.3,2461.64
1258,20241228,2,Process deviation,6.1,1980.41
1259,20240611,1,Material defect,18.9,2388.96
1260,20240702,3,Design mismatch,16.4,2405.49
1261,20250318,5,Machine calibration,8.6,2087.92
1262,20241220,4,Tooling wear,13.8,2163.06
1263,20240125,2,Tooling wear,18.1,2766.47
1264,20241115,7,Equipment failure,22.7,3611.66
1265,20240402,7,Operator error,10.1,1104.99
1266,20250102,5,Supplier defect,11.0,3334.55
1267,20240728,3,Design mismatch,13.0,2296.85
1268,20240428,1,Tooling wear,14.9,1924.17
1269,20240621,1,Machine calibration,14.1,2178.18
1270,20240203,6,Design mismatch,14.1,2817.21
1271,20240213,7,Design mismatch,10.4,3591.58
1272,20241126,4,Design mismatch,6.0,2747.74
1273,20240222,7,Material defect,14.5,3395.51
1274,20250106,7,Operator error,8.7,1096.95
1275,20250111,4,Material defect,13.6,2841.89
1276,20240407,6,Design mismatch,18.1,2659.86
1277,20240919,6,Design mismatch,14.5,3163.21
1278,20240927,3,Process deviation,5.2,1131.59
1279,20240212,2,Supplier defect,16.3,3919.11
1280,20240207,6,Power fluctuation,11.9,1750.6
1281,20240318,6,Machine calibration,10.8,1786.72
1282,20240720,2,Tooling wear,10.8,2923.42
1283,20250228,1,Process deviation,10.5,2121.72
1284,20240604,7,Operator error,6.2,2125.95
1285,20250203,1,Supplier defect,15.9,4069.69
1286,20250210,4,Supplier defect,24.6,2965.98
1287,20250312,5,Quality rejection,5.3,1677.82
1288,20250115,5,Quality rejection,8.0,1518.86
1289,20240404,3,Operator error,7.9,1417.41
1290,20241006,2,Design mismatch,9.7,3190.08
1291,20250111,1,Tooling wear,8.9,2604.5
1292,20241103,1,Material defect,15.1,3097.76
1293,20250310,1,Quality rejection,6.8,1215.96
1294,20240101,5,Supplier defect,20.0,3539.35
1295,20250329,3,Operator error,8.0,1284.61
1296,20240108,3,Process deviation,8.5,1861.31
1297,20240130,1,Equipment failure,22.3,4194.09
1298,20240811,2,Machine calibration,9.9,1883.1
1299,20241020,7,Operator error,7.4,1699.29
1300,20240815,6,Quality rejection,9.3,1901.48
1301,20240718,4,Power fluctuation,14.3,2568.06
1302,20241211,5,Supplier defect,24.0,3954.71
1303,20240329,2,Power fluctuation,12.4,2066.91
1304,20241230,4,Supplier defect,16.4,3729.94
1305,20241022,1,Process deviation,8.5,1535.15
1306,20240708,4,Design mismatch,13.9,2698.36
1307,20241003,1,Process deviation,6.9,2252.5
1308,20240917,7,Design mismatch,11.0,2999.81
1309,20240305,5,Operator error,8.5,1265.53
1310,20241110,2,Material defect,16.1,3437.66
1311,20250117,1,Tooling wear,11.7,2375.12
1312,20240824,3,Material defect,12.7,4765.63
1313,20240915,3,Quality rejection,6.9,1514.29
1314,20240831,3,Design mismatch,12.8,2294.34
1315,20240802,6,Operator error,7.9,1410.81
1316,20240423,5,Machine calibration,12.0,1920.01
1317,20240827,3,Tooling wear,12.3,1639.4
1318,20241231,5,Equipment failure,23.3,4824.72
1319,20241225,4,Machine calibration,9.8,2313.96
1320,20240302,7,Power fluctuation,13.3,2521.63
1321,20241215,3,Equipment failure,20.2,3655.44
1322,20240513,2,Power fluctuation,6.3,2039.74
1323,20240202,3,Tooling wear,12.4,2180.95
1324,20240811,6,Design mismatch,12.8,2771.29
1325,20250112,1,Supplier defect,15.8,3972.9
1326,20241114,2,Tooling wear,15.0,2646.58
1327,20241016,6,Design mismatch,13.8,2187.79
1328,20240704,3,Machine calibration,7.8,2366.66
1329,20250215,6,Quality rejection,7.2,1172.57
1330,20240513,1,Supplier defect,11.0,2047.13
1331,20240312,6,Quality rejection,6.3,1697.39
1332,20240812,5,Machine calibration,12.5,2076.15
1333,20240924,3,Operator error,10.6,1846.82
1334,20241018,5,Operator error,5.5,2066.27
1335,20240917,6,Equipment failure,18.4,3397.48
1336,20240807,4,Machine calibration,9.1,2028.59
1337,20241215,2,Material defect,15.6,3273.13
1338,20240503,6,Design mismatch,14.2,2561.31
1339,20241117,6,Quality rejection,6.9,1571.52
1340,20240609,5,Operator error,7.5,1688.11
1341,20240713,4,Design mismatch,6.7,2627.12
1342,20240405,1,Material defect,21.7,3418.19
1343,20240429,4,Power fluctuation,4.5,2113.73
1344,20240110,3,Design mismatch,14.9,3202.6
1345,20240522,5,Equipment failure,28.3,5467.51
1346,20250329,3,Operator error,8.8,1560.8
1347,20240424,4,Equipment failure,20.5,4240.48
1348,20241213,2,Quality rejection,3.9,1215.47
1349,20250306,2,Operator error,7.8,1714.71
1350,20241004,4,Material defect,16.8,3105.4
1351,20250225,4,Operator error,6.1,1298.23
1352,20240805,1,Design mismatch,16.1,2736.32
1353,20250204,4,Quality rejection,7.8,1126.5
1354,20240124,6,Quality rejection,9.8,1597.78
1355,20240302,1,Supplier defect,12.3,2857.03
1356,20240830,3,Machine calibration,9.8,1427.25
1357,20240324,3,Material defect,23.1,2637.03
1358,20250109,1,Process deviation,10.8,1991.82
1359,20240216,3,Equipment failure,32.9,3413.52
1360,20240314,4,Process deviation,10.4,1473.03
1361,20240624,4,Machine calibration,9.3,1188.58
1362,20240802,2,Power fluctuation,10.9,1770.6
1363,20240902,5,Quality rejection,1.6,1196.7
1364,20240302,4,Material defect,14.4,3182.69
1365,20241102,1,Supplier defect,16.0,3395.15
1366,20241110,3,Material defect,21.3,2450.8
1367,20240131,5,Quality rejection,7.4,1334.14
1368,20240626,4,Machine calibration,7.6,1960.33
1369,20250315,3,Operator error,10.0,1728.35
1370,20240202,1,Equipment failure,24.5,3905.94
1371,20250115,1,Machine calibration,9.5,1625.14
1372,20240509,4,Design mismatch,17.5,2626.65
1373,20240302,4,Material defect,14.9,2837.17
1374,20240407,1,Tooling wear,18.1,2801.5
1375,20250123,6,Machine calibration,10.4,1974.6
1376,20240813,3,Design mismatch,13.8,3218.38
1377,20241124,6,Operator error,7.4,1890.79
1378,20240329,2,Quality rejection,5.5,1615.56
1379,20240818,6,Design mismatch,14.0,1968.56
1380,20240926,7,Tooling wear,18.4,2117.02
1381,20240704,1,Equipment failure,19.8,3717.5
1382,20241007,7,Equipment failure,11.1,3716.06
1383,20240818,1,Process deviation,6.8,2184.27
1384,20240608,1,Supplier defect,10.0,3586.11
1385,20240414,4,Machine calibration,10.7,1556.32
1386,20240222,2,Machine calibration,10.2,1542.9
1387,20240901,6,Quality rejection,5.1,1178.07
1388,20240419,4,Supplier defect,22.4,4098.63
1389,20240517,6,Machine calibration,5.8,1976.44
1390,20240908,1,Supplier defect,18.5,4012.02
1391,20240828,3,Operator error,10.3,2038.63
1392,20240121,4,Tooling wear,12.5,3403.93
1393,20240726,4,Tooling wear,8.8,2397.76
1394,20250314,4,Material defect,15.7,2424.08
1395,20240920,5,Equipment failure,21.4,3002.45
1396,20241218,1,Design mismatch,19.4,1795.92
1397,20250221,3,Supplier defect,8.6,3510.52
1398,20240803,6,Process deviation,5.8,1142.76
1399,20241102,5,Machine calibration,10.3,1448.28
1400,20241130,5,Material defect,13.9,2744.23
1401,20241210,2,Machine calibration,12.8,2011.03
1402,20240806,1,Tooling wear,12.2,2197.21
1403,20240601,4,Design mismatch,14.4,2771.54
1404,20240702,1,Supplier defect,9.7,2632.08
1405,20240911,5,Design mismatch,10.2,2384.42
1406,20240930,5,Machine calibration,8.5,1754.12
1407,20250207,3,Quality rejection,6.8,1332.74
1408,20241221,6,Supplier defect,17.7,3240.11
1409,20241213,1,Tooling wear,10.6,2562.34
1410,20240521,2,Design mismatch,18.1,2675.21
1411,20240628,5,Material defect,11.8,4148.19
1412,20250225,4,Machine calibration,8.8,2088.85
1413,20250129,1,Material defect,17.4,2774.86
1414,20250117,7,Supplier defect,6.8,3448.33
1415,20241010,3,Material defect,14.2,2743.92
1416,20240725,1,Material defect,11.9,2957.95
1417,20240909,7,Power fluctuation,7.4,2221.34
1418,20240606,6,Machine calibration,11.0,1994.83
1419,20240917,4,Quality rejection,2.7,1092.96
1420,20240714,1,Tooling wear,11.8,2636.8
1421,20240311,7,Process deviation,8.4,2240.24
1422,20240615,5,Design mismatch,15.7,2915.72
1423,20250227,1,Quality rejection,7.4,1417.38
1424,20240611,7,Supplier defect,16.1,3663.83
1425,20250121,6,Design mismatch,19.4,3072.03
1426,20240401,1,Operator error,5.4,1543.49
1427,20241019,6,Power fluctuation,7.4,1941.93
1428,20241119,5,Quality rejection,3.9,2012.23
1429,20241109,5,Material defect,13.5,3482.11
1430,20240423,6,Tooling wear,11.0,2421.23
1431,20240923,7,Power fluctuation,11.8,2751.94
1432,20240916,6,Design mismatch,13.6,2457.0
1433,20241119,5,Supplier defect,12.8,2842.15
1434,20250303,5,Process deviation,7.9,2745.29
1435,20240330,4,Power fluctuation,13.2,2088.16
1436,20250309,3,Supplier defect,23.7,3241.39
1437,20240313,2,Machine calibration,13.2,2119.17
1438,20240317,3,Tooling wear,15.8,2586.15
1439,20240628,1,Design mismatch,10.6,2902.19
1440,20240319,4,Power fluctuation,13.0,2601.44
1441,20241228,5,Machine calibration,9.4,2058.22
1442,20240603,5,Power fluctuation,14.1,2488.3
1443,20240921,7,Process deviation,9.9,1756.61
1444,20240118,2,Process deviation,8.2,1854.0
1445,20240811,6,Power fluctuation,9.9,1752.63
1446,20250128,7,Equipment failure,27.3,3354.96
1447,20240614,4,Tooling wear,15.0,2113.94
1448,20250223,4,Power fluctuation,12.2,1514.7
1449,20241020,3,Design mismatch,16.0,2886.59
1450,20240617,1,Machine calibration,11.6,1654.02
1451,20240110,6,Tooling wear,19.1,1625.75
1452,20240514,6,Material defect,15.5,2720.58
1453,20240319,3,Tooling wear,15.0,2106.54
1454,20240518,6,Quality rejection,6.3,1373.54
1455,20240710,4,Design mismatch,13.4,2599.66
1456,20240212,1,Quality rejection,9.4,1116.47
1457,20250128,7,Process deviation,11.0,1555.69
1458,20250123,7,Operator error,4.3,1751.63
1459,20241204,1,Supplier defect,12.8,2791.99
1460,20240608,4,Machine calibration,12.0,1410.85
1461,20250228,1,Material defect,12.3,3612.65
1462,20240312,2,Supplier defect,11.5,2676.18
1463,20240220,5,Quality rejection,7.1,1252.74
1464,20250129,6,Design mismatch,14.5,2570.63
1465,20240509,5,Machine calibration,7.4,2177.77
1466,20240622,6,Design mismatch,17.0,2449.63
1467,20240911,7,Equipment failure,30.7,5356.19
1468,20240722,5,Supplier defect,29.4,3433.1
1469,20241113,1,Power fluctuation,10.7,2042.46
1470,20250204,3,Operator error,8.9,1249.84
1471,20240922,1,Quality rejection,6.5,1603.07
1472,20240112,5,Design mismatch,11.2,2670.47
1473,20240503,3,Design mismatch,15.8,2705.71
1474,20250302,4,Equipment failure,16.5,4640.48
1475,20240626,7,Process deviation,9.0,1865.6
1476,20250224,7,Equipment failure,15.9,3623.96
1477,20241018,1,Supplier defect,20.6,4622.14
1478,20240214,1,Tooling wear,10.5,2689.01
1479,20240622,6,Power fluctuation,12.7,2515.06
1480,20240321,6,Quality rejection,6.8,1638.78
1481,20240612,6,Process deviation,10.1,1662.13
1482,20240618,4,Material defect,13.4,4634.19
1483,20241217,4,Tooling wear,14.4,2502.62
1484,20250208,5,Supplier defect,15.6,3359.18
1485,20240328,7,Operator error,8.5,1310.52
1486,20241206,5,Process deviation,6.0,2012.47
1487,20250123,7,Design mismatch,19.4,3580.15
1488,20250302,5,Supplier defect,20.3,3318.84
1489,20241217,6,Design mismatch,19.0,3588.79
1490,20250307,4,Tooling wear,12.9,2901.74
1491,20240223,4,Equipment failure,8.1,4421.54
1492,20240115,4,Operator error,8.8,1440.95
1493,20240607,2,Quality rejection,6.3,1661.87
1494,20240119,3,Material defect,16.5,3588.16
1495,20250323,5,Quality rejection,9.1,1528.02
1496,20240720,2,Equipment failure,22.3,4530.66
1497,20240313,1,Tooling wear,7.7,2790.8
1498,20240425,2,Process deviation,9.9,2020.66
1499,20250129,3,Operator error,7.9,1670.45
1500,20250211,5,Equipment failure,26.5,2828.29
1501,20250327,3,Process deviation,4.3,2142.98
1502,20240302,4,Quality rejection,6.9,902.83
1503,20240812,6,Machine calibration,8.5,2143.43
1504,20241030,4,Process deviation,9.0,1804.63
1505,20240626,2,Supplier defect,19.2,3059.02
1506,20241216,4,Tooling wear,7.9,2728.11
1507,20240531,2,Tooling wear,16.1,2433.55
1508,20241117,6,Quality rejection,2.4,1349.49
1509,20240918,7,Operator error,5.7,1476.43
1510,20241015,7,Operator error,7.7,2065.03
1511,20240906,2,Design mismatch,16.4,1586.99
1512,20240702,7,Supplier defect,10.2,4374.29
1513,20240220,7,Power fluctuation,8.8,2350.46
1514,20241118,6,Quality rejection,5.7,1618.79
1515,20250223,6,Design mismatch,15.3,3220.08
1516,20240609,4,Power fluctuation,5.5,2400.01
1517,20240104,7,Supplier defect,10.0,4199.91
1518,20240614,3,Design mismatch,21.4,1993.09
1519,20240919,7,Operator error,9.2,1185.05
1520,20240210,2,Process deviation,7.8,1658.4
1521,20250329,2,Machine calibration,11.5,2345.25
1522,20250109,2,Tooling wear,14.9,2033.91
1523,20240312,2,Supplier defect,20.0,3044.5
1524,20240518,2,Operator error,7.8,1361.27
1525,20240428,2,Material defect,17.2,2779.55
1526,20240105,1,Design mismatch,13.9,3073.61
1527,20240316,6,Design mismatch,8.0,3301.38
1528,20250118,4,Material defect,22.3,2480.53
1529,20240607,2,Material defect,7.4,3422.72
1530,20241205,3,Quality rejection,8.3,1048.8
1531,20240522,6,Design mismatch,12.1,2915.58
1532,20241116,6,Quality rejection,6.5,1612.98
1533,20250312,3,Design mismatch,15.6,2352.22
1534,20250117,7,Material defect,18.4,3114.13
1535,20241016,2,Power fluctuation,7.9,2002.5
1536,20240327,5,Design mismatch,16.1,2115.65
1537,20240330,2,Power fluctuation,7.5,2882.47
1538,20240322,3,Operator error,6.0,1983.53
1539,20250124,6,Machine calibration,6.4,2101.3
1540,20240705,4,Supplier defect,21.9,2814.51
1541,20241021,6,Quality rejection,5.4,1687.5
1542,20240327,2,Machine calibration,14.9,2255.65
1543,20250109,6,Design mismatch,13.6,2802.58
1544,20240310,6,Machine calibration,7.2,1288.97
1545,20240213,6,Process deviation,10.5,1214.43
1546,20240930,5,Quality rejection,6.0,1371.77
1547,20240730,7,Equipment failure,15.0,4668.49
1548,20250108,1,Supplier defect,16.9,3280.92
1549,20250309,3,Quality rejection,8.1,1483.26
1550,20250117,6,Power fluctuation,13.5,2030.33
1551,20241026,6,Quality rejection,8.7,1476.09
1552,20250317,3,Design mismatch,16.5,3274.4
1553,20240819,2,Tooling wear,14.3,2400.35
1554,20240524,1,Machine calibration,10.8,2331.78
1555,20241106,2,Tooling wear,9.1,2493.41
1556,20250308,5,Power fluctuation,4.8,2125.56
1557,20240205,5,Tooling wear,4.9,2106.49
1558,20240625,7,Supplier defect,8.1,4341.52
1559,20240225,5,Operator error,6.7,1294.96
1560,20250304,4,Power fluctuation,11.7,1903.2
1561,20241111,7,Supplier defect,10.6,3406.53
1562,20240103,5,Process deviation,5.9,2426.0
1563,20250104,7,Machine calibration,10.3,2230.41
1564,20241028,1,Material defect,20.1,3994.26
1565,20241111,1,Quality rejection,8.4,1309.88
1566,20241015,4,Supplier defect,18.3,3646.43
1567,20241227,5,Design mismatch,14.3,3053.97
1568,20241202,2,Supplier defect,18.0,3315.05
1569,20240126,5,Equipment failure,35.9,3034.77
1570,20240520,3,Tooling wear,13.0,2658.32
1571,20240802,5,Quality rejection,9.5,1366.55
1572,20241012,6,Power fluctuation,13.1,2073.42
1573,20240714,1,Material defect,19.0,3387.51
1574,20240718,4,Supplier defect,21.1,3837.61
1575,20240810,3,Operator error,7.5,1207.08
1576,20240706,2,Power fluctuation,7.6,1946.52
1577,20240108,4,Power fluctuation,10.5,2449.78
1578,20240308,1,Process deviation,9.0,1999.11
1579,20240329,5,Machine calibration,13.3,1816.9
1580,20240319,5,Quality rejection,10.0,704.35
1581,20241016,7,Design mismatch,15.1,3028.57
1582,20250102,6,Quality rejection,8.1,1700.01
1583,20250317,3,Tooling wear,14.5,2749.09
1584,20250220,3,Machine calibration,4.7,1766.59
1585,20250114,4,Machine calibration,9.3,2259.49
1586,20240616,3,Machine calibration,12.2,1693.95
1587,20240626,7,Operator error,8.9,1301.08
1588,20240219,4,Supplier defect,20.1,4247.29
1589,20240728,1,Material defect,19.9,2460.81
1590,20240420,7,Quality rejection,5.4,728.49
1591,20240901,6,Quality rejection,8.7,1734.75
1592,20250312,6,Quality rejection,5.0,1194.88
1593,20240522,5,Material defect,19.1,3035.11
1594,20240104,6,Power fluctuation,14.6,2185.31
1595,20240716,6,Supplier defect,19.8,3133.7
1596,20241010,5,Machine calibration,10.1,1078.93
1597,20240210,6,Design mismatch,20.7,3081.67
1598,20240724,3,Design mismatch,13.0,2575.66
1599,20240105,4,Design mismatch,8.7,2261.33
1600,20250329,3,Machine calibration,10.9,1998.7
1601,20240522,2,Equipment failure,24.5,3246.38
1602,20240503,7,Material defect,20.3,2784.41
1603,20240202,2,Process deviation,6.9,1635.46
1604,20240309,2,Supplier defect,24.6,4157.23
1605,20240207,5,Process deviation,7.0,1554.28
1606,20240523,7,Equipment failure,5.9,4483.93
1607,20241116,4,Process deviation,8.5,1553.7
1608,20240311,6,Quality rejection,9.9,1979.61
1609,20240714,7,Tooling wear,13.1,2522.14
1610,20250209,5,Tooling wear,12.7,2398.91
1611,20240624,1,Process deviation,6.1,1563.28
1612,20240403,2,Design mismatch,13.9,3252.91
1613,20240723,3,Process deviation,8.3,2307.14
1614,20241212,6,Quality rejection,9.2,1391.46
1615,20241104,1,Material defect,14.2,3374.87
1616,20240622,1,Process deviation,10.2,1826.82
1617,20250114,7,Process deviation,9.4,2114.85
1618,20240316,7,Supplier defect,16.9,4256.76
1619,20240916,4,Material defect,13.7,2734.48
1620,20240923,5,Quality rejection,6.0,1319.36
1621,20250105,3,Design mismatch,10.0,3066.33
1622,20240820,5,Equipment failure,16.5,3355.8
1623,20240524,5,Supplier defect,18.6,2496.44
1624,20250127,7,Operator error,7.9,1506.67
1625,20240522,7,Machine calibration,7.3,2189.26
1626,20250123,4,Tooling wear,10.3,2695.71
1627,20241122,6,Design mismatch,15.1,2560.41
1628,20240720,4,Design mismatch,20.2,2890.7
1629,20240701,2,Machine calibration,9.2,2632.71
1630,20240131,2,Process deviation,8.3,2623.05
1631,20240308,5,Operator error,9.2,2140.73
1632,20241024,5,Supplier defect,22.8,3193.34
1633,20241014,5,Supplier defect,19.7,4686.43
1634,20240102,2,Power fluctuation,17.6,2296.15
1635,20240812,2,Quality rejection,4.4,1521.78
1636,20240825,1,Tooling wear,10.5,2125.32
1637,20240621,2,Material defect,18.8,2977.7
